# Simulated random data file for batch processing
# timestamp: 2023-04-16 13:23:35
# Sparhawk Mulder
# ------------------------

"photos","rating"
1,3.41404596061582
2,3.12422760926475
3,2.19412618086396
4,4.08381854839233
5,3.17863915200532
6,3.73038655287478
7,2.85115966830195
8,2.8166084596681
9,1.91853902957435
10,3.53031547725625
11,4.05577477616436
12,2.45093019265828
13,3.31166052038677
14,3.03570435923982
15,3.73488291781036
16,2.98256488412175
17,4.29104647966789
18,3.82714529838674
19,3.34578383613249
20,3.75388408415073
21,3.08539997489047
22,3.1675773936026
23,3.16409752291761
24,2.45810918928294
25,3.05281413389204
26,2.00610519150111
27,3.10659859229573
28,4.43481503112422
29,3.30732636179762
30,3.46938458871502
31,3.89296507160883
32,2.35441123694925
33,3.10617335897324
34,3.03729259703504
35,3.97132459475544
36,3.49481206728943
37,NA
38,NA
39,2.66504905455035
40,3.08778021265904
41,2.41868625885327
42,4.46645168707616
43,3.09371010895575
44,3.85288207238237
45,NA
46,3.58621908402375
47,2.39772360489439
48,2.81986090231251
49,3.53988013439549
50,2.99786771382562
51,2.7995127524177
52,2.84759025363074
53,4.25522395740178
54,3.52183908284727
55,3.6090767510491
56,3.55510169705973
57,3.20038317372664
58,2.38144708527308
59,3.88768789148098
60,NA
61,3.13201587061578
62,4.64490358757892
63,2.80043481801548
64,4.17079543439762
65,3.35382379337663
66,4.15937756415095
67,4.15520051359807
68,3.66893579024012
69,3.21406943564838
70,4.14819948311003
71,3.87307457353769
72,1.55520030763027
73,3.91042041430503
74,3.80523611955344
75,4.47576532422745
76,2.45225518599112
77,3.38696539141314
78,3.50887681846054
79,3.50939769665602
