# Simulated random data file for batch processing
# timestamp: 2023-04-16 13:23:35
# Sparhawk Mulder
# ------------------------

"photos","rating"
1,3.52021061063946
2,3.2014667921911
3,3.2262882429997
4,3.29449091029346
5,4.00633506567546
6,3.20303698145932
7,4.38369970009255
8,2.63037673420582
9,3.28302926334648
10,3.96364198439982
11,3.89980973383956
12,3.22437881426014
13,2.90968407063855
14,3.51821434535464
15,3.1834548645901
16,3.52090471408946
17,3.16438675733757
18,2.36928484968717
19,3.57782533375532
20,4.05356578699499
21,2.55346284236396
22,3.99707014204176
23,3.05487459464239
24,4.29774232788582
25,2.43587238112383
26,3.24994648770484
27,3.40574016410813
28,3.41098094231179
29,3.52052725238663
30,2.9694675220234
31,3.00729759510432
32,3.76841104526124
33,2.23031658371254
34,3.03887266236045
35,4.3304890815322
36,2.56421378786341
37,3.83447101343876
38,1.11602295877537
39,3.10915478494098
40,2.7667754818272
41,2.5632808891358
42,4.13026345008165
43,3.16138880522871
44,4.62187511692122
45,2.43615874928237
46,3.48731873849924
47,3.20465975880234
48,4.01421219138321
49,2.93581452661729
50,2.71625950932586
51,3.60735728525787
52,3.48777466289005
53,1.95678184249603
54,2.482176933517
55,3.47735703396033
56,3.82777711834315
57,3.29390601993142
58,2.80340203223175
59,2.99018637888721
60,2.67332940300314
61,3.8276414040439
62,4.13795629729631
63,3.11572455280213
64,2.80935911963873
65,3.92365788360852
66,4.72842996959649
67,3.14158451752509
68,2.83665074486223
69,2.07028918275396
70,3.70849990306495
71,4.50162108439669
72,2.83262598199783
73,3.98756307858778
74,NA
75,3.56427321582788
76,2.65222914437806
77,2.9201453718078
78,4.67615645221932
79,3.29907500636013
80,3.75367346964598
