# Simulated random data file for batch processing
# timestamp: 2023-04-16 13:23:35
# Sparhawk Mulder
# ------------------------

"photos","rating"
1,3.8472246902471
2,1.85503188848971
3,3.81525796051223
4,NA
5,NA
6,4.06377190140965
7,3.70504559341082
8,4.03044000840173
9,3.92002927969693
10,2.47527097828487
11,3.34456366255647
12,3.96165568164985
13,2.75369614612925
14,2.75779052093296
15,3.05279325525098
16,4.14625879303529
17,3.63100748293888
18,3.45778053271365
19,3.32188064544579
20,3.68951466091266
21,3.15218288106185
22,3.02602833301294
23,3.00379033378106
24,2.70396648906416
25,2.98106970085495
26,NA
27,2.95042149296529
28,2.99003359297591
29,3.31433194270319
30,3.92582894954728
31,2.614832494497
32,2.87663180491876
33,2.94415294875427
34,3.17489835056897
35,3.39933558426239
36,4.25581039288509
37,2.84382464021977
38,2.90428335106455
39,2.3754258886001
40,3.75926959089584
41,3.05128675425226
42,3.22013850564397
43,2.81444397819446
44,3.97458432794115
45,NA
46,3.33406624206648
47,NA
48,2.1358819962011
49,2.90635295586127
50,3.60380277060958
51,3.9877182592457
52,3.37260054621287
53,3.05060338857798
54,4.08635492078108
55,3.63721524415849
56,3.29131590169301
57,3.07815300876402
58,3.69813369377252
59,3.86812974192982
60,3.71839192328956
61,2.56050376305128
62,2.86587572569574
63,3.04066978860806
64,3.01908432299013
65,3.96696996217084
66,3.69746175994787
67,3.70307890866026
68,3.53339280786508
69,3.81167230734107
70,4.43532470191987
71,2.9994236763467
72,3.31979294803971
73,3.65466380383006
74,3.52210353813563
75,3.87749183724719
76,3.65756468070423
77,2.83537646394192
78,2.52753482548829
79,3.38655505706028
80,3.60741331740217
81,3.19387417276358
82,2.82590661237029
